timestamps,stimulus,TP9,AF7,AF8,TP10,Right AUX
1758510883.3622813,RECT,-28.80859375,-63.4765625,-97.16796875,-5.859375,128.41796875
1758510883.3661876,RECT,-1.46484375,-64.453125,-99.12109375,2.44140625,45.41015625
1758510883.3700938,RECT,-6.34765625,-69.82421875,-84.9609375,-9.27734375,-291.015625
1758510883.373125,RECT,-45.41015625,-79.58984375,-56.640625,-25.390625,-193.84765625
1758510883.3770313,RECT,-55.17578125,-69.82421875,-52.24609375,-22.94921875,-180.17578125
1758510883.3809376,RECT,-28.3203125,-68.84765625,-65.4296875,-19.04296875,-181.640625
1758510883.3848438,RECT,-18.5546875,-71.2890625,-81.54296875,-21.484375,-221.6796875
1758510883.38875,RECT,-34.1796875,-49.31640625,-86.9140625,-16.6015625,-4.39453125
1758510883.3926563,RECT,-52.24609375,-25.87890625,-80.078125,-15.625,313.96484375
1758510883.3965626,RECT,-43.45703125,-28.3203125,-61.03515625,-27.83203125,36.62109375
1758510883.4004688,RECT,-23.4375,-38.0859375,-60.05859375,-28.80859375,-94.7265625
1758510883.404375,RECT,-37.109375,-45.41015625,-81.54296875,-23.4375,229.4921875
1758510883.4082813,RECT,-51.26953125,-53.7109375,-79.58984375,-15.13671875,671.875
1758510883.4121876,RECT,-25.87890625,-65.4296875,-48.828125,-16.6015625,143.06640625
1758510883.4160938,RECT,2.44140625,-54.19921875,-35.64453125,-14.6484375,-339.35546875
1758510883.417125,RECT,4.8828125,-43.45703125,-41.015625,-2.44140625,-171.38671875
1758510883.4210312,RECT,-23.4375,-43.9453125,-50.29296875,-11.71875,-225.09765625
1758510883.4249375,RECT,-34.66796875,-36.62109375,-51.26953125,-17.578125,-313.4765625
1758510883.4288437,RECT,-11.23046875,-41.015625,-70.3125,-17.08984375,-249.51171875
1758510883.43275,RECT,-9.27734375,-42.96875,-96.19140625,-13.18359375,9.27734375
1758510883.4366562,RECT,-24.90234375,-43.45703125,-92.28515625,-5.859375,10.25390625
1758510883.4405625,RECT,-32.71484375,-60.546875,-73.2421875,-3.41796875,-58.59375
1758510883.4444687,RECT,-10.25390625,-63.4765625,-67.87109375,-9.765625,65.4296875
1758510883.448375,RECT,10.25390625,-51.7578125,-57.12890625,-1.953125,496.58203125
1758510883.4522812,RECT,-15.625,-43.9453125,-39.55078125,-6.8359375,499.0234375
1758510883.4561875,RECT,-48.33984375,-48.33984375,-45.41015625,-27.83203125,-257.32421875
1758510883.4600937,RECT,-32.71484375,-50.78125,-59.5703125,-24.4140625,-267.08984375
1758510883.462125,RECT,-8.30078125,-50.78125,-68.84765625,-22.4609375,-95.703125
1758510883.4660313,RECT,-9.765625,-48.33984375,-68.359375,-12.6953125,-247.0703125
1758510883.4699376,RECT,-12.6953125,-17.578125,-64.94140625,15.625,-323.73046875
1758510883.4738438,RECT,4.8828125,-10.25390625,-78.61328125,33.203125,-199.21875
1758510883.47775,RECT,32.2265625,-35.15625,-84.47265625,30.2734375,-96.6796875
1758510883.4816563,RECT,24.90234375,-31.25,-56.640625,29.78515625,-78.125
1758510883.4855626,RECT,-10.25390625,-21.97265625,-32.71484375,22.94921875,-41.9921875
1758510883.4894688,RECT,-20.5078125,-25.390625,-2.9296875,19.04296875,185.05859375
1758510883.493375,RECT,0.48828125,-27.34375,2.44140625,26.85546875,874.0234375
1758510883.4972813,RECT,5.859375,-11.71875,-23.92578125,26.3671875,580.078125
1758510883.5011876,RECT,-16.11328125,3.41796875,-33.69140625,20.01953125,-319.3359375
1758510883.5050938,RECT,-37.59765625,0.9765625,-35.15625,6.34765625,-283.69140625
1758510883.507125,STAR,-20.5078125,-4.39453125,-56.640625,2.44140625,-211.9140625
1758510883.5110312,STAR,6.8359375,-1.953125,-73.2421875,11.71875,-302.734375
1758510883.5149374,STAR,-6.8359375,3.41796875,-55.6640625,4.8828125,-263.671875
1758510883.5188437,STAR,-36.62109375,-9.765625,-43.45703125,-7.32421875,-239.74609375
1758510883.52275,STAR,-19.04296875,-18.5546875,-32.71484375,-0.48828125,-250.9765625
1758510883.5266562,STAR,6.8359375,-15.13671875,-39.0625,2.9296875,-137.20703125
1758510883.5305624,STAR,-13.18359375,-22.4609375,-48.828125,-3.41796875,26.85546875
1758510883.5344687,STAR,-40.0390625,-24.4140625,-46.38671875,-2.44140625,403.3203125
1758510883.538375,STAR,-32.2265625,-18.5546875,-54.19921875,-0.9765625,155.2734375
1758510883.5422812,STAR,-3.90625,-14.6484375,-62.5,3.90625,-316.89453125
1758510883.5461874,STAR,-0.9765625,-11.71875,-69.3359375,-2.9296875,-52.734375
1758510883.5500937,STAR,-28.80859375,-9.27734375,-67.3828125,-5.859375,140.13671875
1758510883.552125,RECT,-30.76171875,-5.37109375,-58.59375,-0.48828125,-225.09765625
1758510883.5560312,RECT,3.90625,-9.765625,-60.05859375,2.44140625,-368.65234375
1758510883.5599375,RECT,14.16015625,-21.97265625,-68.359375,-2.44140625,-156.73828125
1758510883.5638437,RECT,-16.11328125,-12.20703125,-67.87109375,-14.6484375,-165.52734375
1758510883.56775,RECT,-37.109375,-10.25390625,-71.2890625,-17.08984375,-302.734375
1758510883.5716562,RECT,-18.5546875,-17.578125,-89.35546875,-16.6015625,-254.39453125
1758510883.5755625,RECT,0.48828125,-13.18359375,-93.26171875,-9.765625,414.0625
1758510883.5794687,RECT,-21.484375,-17.08984375,-75.68359375,-5.37109375,844.23828125
1758510883.583375,RECT,-51.26953125,-23.92578125,-77.1484375,-16.11328125,113.28125
1758510883.5872812,RECT,-34.1796875,-25.87890625,-80.56640625,-9.27734375,-349.609375
1758510883.5911875,RECT,-6.34765625,-25.87890625,-94.7265625,-0.48828125,-47.8515625
1758510883.5950937,RECT,-16.6015625,-28.80859375,-99.12109375,-4.39453125,-62.5
1758510883.598125,RECT,-49.31640625,-42.48046875,-62.01171875,-15.625,-209.47265625
1758510883.6020312,RECT,-54.6875,-53.7109375,-53.22265625,-20.01953125,-90.33203125
1758510883.6059375,RECT,-19.53125,-39.0625,-65.4296875,-9.765625,14.6484375
1758510883.6098437,RECT,-14.6484375,-38.57421875,-69.82421875,-4.8828125,-13.18359375
1758510883.61375,RECT,-53.7109375,-53.22265625,-70.3125,-8.30078125,-303.22265625
1758510883.6176562,RECT,-56.640625,-47.36328125,-71.77734375,-2.44140625,-128.90625
1758510883.6215625,RECT,-28.3203125,-47.8515625,-93.26171875,-2.44140625,375.48828125
1758510883.6254687,RECT,-24.4140625,-56.15234375,-120.1171875,-10.7421875,183.59375
1758510883.629375,RECT,-46.875,-49.8046875,-107.421875,-11.23046875,-297.36328125
1758510883.6332812,RECT,-63.96484375,-37.59765625,-65.4296875,-18.06640625,-207.51953125
1758510883.6371875,RECT,-52.734375,-41.015625,-48.828125,-31.25,-0.9765625
1758510883.6410937,RECT,-40.52734375,-56.15234375,-64.94140625,-31.25,-166.9921875
1758510883.642125,STAR,-50.29296875,-47.36328125,-87.890625,-38.0859375,-297.36328125
1758510883.6460311,STAR,-62.01171875,-39.55078125,-83.49609375,-40.52734375,-173.33984375
1758510883.6499374,STAR,-54.6875,-36.1328125,-68.84765625,-38.0859375,-77.1484375
1758510883.6538436,STAR,-33.69140625,-34.1796875,-62.01171875,-39.0625,47.36328125
1758510883.65775,STAR,-30.76171875,-35.64453125,-54.6875,-32.2265625,-62.01171875
1758510883.6616561,STAR,-55.17578125,-25.390625,-58.59375,-27.34375,244.140625
1758510883.6655624,STAR,-60.05859375,-26.85546875,-62.01171875,-27.83203125,818.359375
1758510883.6694686,STAR,-33.203125,-23.92578125,-56.640625,-19.53125,368.1640625
1758510883.673375,STAR,-11.71875,-25.87890625,-66.40625,-8.30078125,-39.0625
1758510883.6772811,STAR,-33.69140625,-25.390625,-80.56640625,-11.23046875,70.80078125
1758510883.6811874,STAR,-59.08203125,-14.6484375,-78.125,-30.2734375,-3.41796875
1758510883.6850936,STAR,-46.38671875,-17.08984375,-65.4296875,-45.41015625,-320.3125
1758510883.702125,RECT,-33.69140625,-25.87890625,-61.5234375,-45.41015625,-308.59375
1758510883.7060313,RECT,-55.17578125,-34.1796875,-66.40625,-48.828125,-59.08203125
1758510883.7099376,RECT,-77.1484375,-31.25,-70.3125,-58.10546875,-74.21875
1758510883.7138438,RECT,-62.01171875,-27.34375,-95.703125,-55.6640625,-330.078125
1758510883.71775,RECT,-39.0625,-26.85546875,-91.796875,-53.22265625,-170.41015625
1758510883.7216563,RECT,-44.921875,-28.80859375,-60.546875,-49.31640625,142.578125
1758510883.7255626,RECT,-65.91796875,-38.0859375,-62.01171875,-48.33984375,71.77734375
1758510883.7294688,RECT,-68.84765625,-24.90234375,-78.125,-50.29296875,-66.40625
1758510883.733375,RECT,-38.57421875,-22.94921875,-73.73046875,-40.0390625,-117.1875
1758510883.7372813,RECT,-33.203125,-25.87890625,-68.84765625,-29.296875,395.5078125
1758510883.7411876,RECT,-68.84765625,-15.625,-87.40234375,-41.015625,312.98828125
1758510883.7450938,RECT,-76.171875,-21.484375,-87.40234375,-46.875,-425.78125
1758510883.747125,RECT,-44.921875,-16.6015625,-55.6640625,-32.2265625,-216.30859375
1758510883.7510312,RECT,-36.1328125,-17.578125,-48.828125,-38.0859375,-84.9609375
1758510883.7549374,RECT,-46.38671875,-20.01953125,-58.10546875,-33.69140625,-297.8515625
1758510883.7588437,RECT,-45.8984375,-4.39453125,-49.8046875,-19.53125,-353.515625
1758510883.76275,RECT,-40.0390625,5.859375,-61.03515625,-24.4140625,-171.875
1758510883.7666562,RECT,-31.73828125,-4.8828125,-88.8671875,-25.87890625,51.7578125
1758510883.7705624,RECT,-40.52734375,-15.625,-86.42578125,-21.484375,4.8828125
1758510883.7744687,RECT,-61.03515625,-12.6953125,-83.984375,-26.85546875,-213.8671875
1758510883.778375,RECT,-52.24609375,-21.484375,-100.5859375,-34.66796875,177.24609375
1758510883.7822812,RECT,-26.3671875,-26.85546875,-99.12109375,-29.296875,999.51171875
1758510883.7861874,RECT,-33.203125,-21.97265625,-78.125,-32.71484375,572.265625
1758510883.7900937,RECT,-53.7109375,-7.8125,-87.890625,-44.43359375,-322.265625
1758510883.792125,RECT,-51.7578125,-7.32421875,-81.0546875,-40.0390625,-316.40625
1758510883.7960312,RECT,-21.97265625,-20.99609375,-41.015625,-27.83203125,-203.61328125
1758510883.7999375,RECT,-14.6484375,-14.6484375,-41.015625,-32.71484375,-261.23046875
1758510883.8038437,RECT,-40.52734375,-10.25390625,-57.12890625,-39.0625,-272.4609375
1758510883.80775,RECT,-47.8515625,-13.671875,-90.8203125,-38.0859375,-174.8046875
1758510883.8116562,RECT,-10.25390625,-6.34765625,-141.11328125,-23.92578125,-48.828125
1758510883.8155625,RECT,1.46484375,1.953125,-158.69140625,-18.06640625,-23.92578125
1758510883.8194687,RECT,-48.828125,-10.25390625,-122.55859375,-43.9453125,-119.140625
1758510883.823375,RECT,-70.80078125,-29.296875,-90.33203125,-45.41015625,251.953125
1758510883.8272812,RECT,-44.921875,-28.3203125,-81.0546875,-39.0625,162.109375
1758510883.8311875,RECT,-30.2734375,-20.01953125,-88.8671875,-46.38671875,-251.953125
1758510883.8350937,RECT,-46.875,-22.94921875,-102.5390625,-39.0625,-31.25
1758510883.837125,RECT,-62.01171875,-11.71875,-120.1171875,-33.203125,12.20703125
1758510883.8410313,RECT,-55.17578125,0.0,-136.71875,-43.45703125,-271.97265625
1758510883.8449376,RECT,-40.52734375,-8.30078125,-127.9296875,-49.31640625,-336.42578125
1758510883.8488438,RECT,-45.8984375,-10.25390625,-134.27734375,-50.29296875,-135.7421875
1758510883.85275,RECT,-72.75390625,-5.859375,-149.90234375,-53.22265625,-103.515625
1758510883.8566563,RECT,-72.265625,-18.06640625,-125.9765625,-55.17578125,-148.4375
1758510883.8605626,RECT,-50.78125,-29.78515625,-107.91015625,-62.98828125,-114.2578125
1758510883.8644688,RECT,-50.29296875,-17.08984375,-104.4921875,-60.05859375,393.5546875
1758510883.868375,RECT,-77.1484375,-9.27734375,-90.8203125,-61.5234375,614.74609375
1758510883.8722813,RECT,-88.8671875,-20.01953125,-92.28515625,-72.265625,5.37109375
1758510883.8761876,RECT,-59.08203125,-18.06640625,-103.515625,-58.10546875,-223.14453125
1758510883.8800938,RECT,-39.0625,-9.27734375,-115.234375,-40.0390625,67.87109375
1758510883.883125,RECT,-45.41015625,1.46484375,-114.74609375,-31.73828125,208.49609375
1758510883.8870313,RECT,-57.12890625,10.25390625,-99.12109375,-34.66796875,-117.67578125
1758510883.8909376,RECT,-54.19921875,1.46484375,-99.609375,-41.50390625,-247.0703125
1758510883.8948438,RECT,-36.62109375,-5.859375,-92.7734375,-35.64453125,-2.44140625
1758510883.89875,RECT,-40.52734375,-7.8125,-68.359375,-31.25,6.34765625
1758510883.9026563,RECT,-64.94140625,-10.25390625,-62.98828125,-51.7578125,-220.21484375
1758510883.9065626,RECT,-61.03515625,-11.71875,-82.51953125,-51.26953125,-5.859375
1758510883.9104688,RECT,-26.85546875,-23.92578125,-107.421875,-35.64453125,198.73046875
1758510883.914375,RECT,-27.83203125,-36.1328125,-97.16796875,-35.15625,-59.5703125
1758510883.9182813,RECT,-62.01171875,-9.765625,-68.359375,-36.62109375,-317.87109375
1758510883.9221876,RECT,-66.40625,-5.859375,-56.640625,-36.1328125,-233.3984375
1758510883.9260938,RECT,-34.66796875,-17.578125,-72.75390625,-22.94921875,198.73046875
1758510883.927125,STAR,-13.18359375,1.46484375,-90.33203125,-19.53125,36.62109375
1758510883.9310312,STAR,-25.87890625,16.6015625,-76.171875,-15.625,-302.734375
1758510883.9349375,STAR,-33.203125,19.04296875,-71.77734375,-14.16015625,-207.03125
1758510883.9388437,STAR,-8.7890625,16.6015625,-82.51953125,-5.859375,46.38671875
1758510883.94275,STAR,5.859375,1.46484375,-85.9375,1.46484375,25.390625
1758510883.9466562,STAR,-20.99609375,-23.4375,-89.35546875,-17.578125,-41.015625
1758510883.9505625,STAR,-51.26953125,-26.85546875,-97.16796875,-24.4140625,299.8046875
1758510883.9544687,STAR,-36.1328125,-3.41796875,-90.33203125,-4.8828125,930.6640625
1758510883.958375,STAR,-5.37109375,-0.48828125,-72.75390625,1.46484375,622.55859375
1758510883.9622812,STAR,-8.7890625,-5.859375,-60.05859375,-6.8359375,-243.65234375
1758510883.9661875,STAR,-40.52734375,6.34765625,-59.5703125,-11.23046875,-292.96875
1758510883.9700937,STAR,-43.9453125,-2.44140625,-65.4296875,-21.97265625,-254.39453125
1758510883.972125,RECT,-13.671875,-4.8828125,-52.734375,-15.13671875,-332.51953125
1758510883.9760313,RECT,-2.44140625,15.13671875,-28.80859375,-2.9296875,-258.30078125
1758510883.9799376,RECT,-34.1796875,-3.90625,-36.62109375,-18.06640625,-182.6171875
1758510883.9838438,RECT,-46.875,-22.94921875,-56.640625,-29.78515625,-269.04296875
1758510883.98775,RECT,-14.16015625,-21.484375,-54.19921875,-22.4609375,-230.95703125
1758510883.9916563,RECT,-7.8125,-28.3203125,-46.38671875,-16.11328125,-48.828125
1758510883.9955626,RECT,-35.15625,-15.13671875,-57.6171875,-15.625,435.546875
1758510883.9994688,RECT,-53.22265625,-10.25390625,-63.96484375,-23.92578125,508.30078125
1758510884.003375,RECT,-44.921875,-16.11328125,-52.734375,-37.109375,-148.92578125
1758510884.0072813,RECT,-31.25,-13.18359375,-60.05859375,-34.66796875,-201.171875
1758510884.0111876,RECT,-57.6171875,-7.8125,-70.80078125,-37.59765625,129.39453125
1758510884.0150938,RECT,-75.1953125,-11.71875,-80.078125,-39.55078125,-130.859375
1758510884.017125,STAR,-45.8984375,-34.66796875,-66.89453125,-32.2265625,-366.2109375
1758510884.0210311,STAR,-27.83203125,-37.109375,-37.109375,-41.9921875,-148.4375
1758510884.0249374,STAR,-36.1328125,-14.6484375,-31.73828125,-45.41015625,-95.21484375
